sofifa_id,short_name,age,dob,height_cm,weight_kg,nationality,club_name,league_name,league_rank,overall,potential,value_eur,wage_eur,international_reputation,weak_foot,skill_moves,release_clause_eur,team_jersey_number,contract_valid_until,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,player_position_encoded,is_goalkeeper,is_right_foot,is_left_foot
234748,Gu Sung Yun,26,1994-06-27,195,82,4.15515,4.12944,4.15247,1.0,70,73,14.28551,4000,1,2,1,14.8733,52.0,2023.0,70.0,64.0,61.0,74.0,22.0,67.0,11,16,15,19,17,11,11,15,17,20,20,23,23,72,25,46,40,30,62,15,26,22,17,43,16,54,13,14,70,64,61,67,74,27+2,27+2,27+2,22+0,25+0,25+0,25+0,22+0,25+2,25+2,25+2,23+2,26+2,26+2,26+2,23+2,22+2,25+2,25+2,25+2,22+2,22+2,25+2,25+2,25+2,22+2,64.50657574281539,1,1,0
244584,O. Shevchenko,28,1992-02-24,188,82,4.2741,4.29437,4.29437,1.0,70,73,14.28551,500,1,3,1,14.8733,1.0,2023.0,69.0,66.0,73.0,71.0,23.0,71.0,14,7,14,28,9,11,10,14,29,16,32,15,35,65,33,55,50,22,72,8,22,13,8,48,10,28,18,16,69,66,73,71,71,24+2,24+2,24+2,21+0,24+0,24+0,24+0,21+0,25+2,25+2,25+2,23+2,27+2,27+2,27+2,23+2,21+2,26+2,26+2,26+2,21+2,21+2,25+2,25+2,25+2,21+2,64.50657574281539,0,1,0
192317,J. Steer,27,1992-09-23,188,80,4.15705,4.27625,4.30551,1.0,70,72,14.22098,21000,1,2,1,14.80876,12.0,2023.0,68.0,69.0,70.0,71.0,50.0,70.0,11,11,12,35,11,11,12,11,25,22,53,47,37,67,59,53,56,39,61,11,22,22,16,42,41,25,12,11,68,69,70,70,71,29+2,29+2,29+2,27+0,29+0,29+0,29+0,27+0,29+2,29+2,29+2,29+2,30+2,30+2,30+2,29+2,27+2,28+2,28+2,28+2,27+2,26+2,25+2,25+2,25+2,26+2,64.50657574281539,0,0,1
193302,F. Kurto,29,1991-06-14,191,82,4.16189,4.12714,4.12403,1.0,70,72,14.22098,2000,1,2,1,14.80876,1.0,2021.0,71.0,65.0,61.0,73.0,60.0,67.0,12,13,11,26,12,14,11,12,24,25,59,61,52,72,43,46,51,42,67,13,38,20,13,22,15,51,11,11,71,65,61,67,73,30+2,30+2,30+2,28+0,28+0,28+0,28+0,28+0,27+2,27+2,27+2,29+2,26+2,26+2,26+2,29+2,28+2,27+2,27+2,27+2,28+2,28+2,26+2,26+2,26+2,28+2,64.50657574281539,1,1,0
197678,A. Ahamada,28,1991-08-19,189,83,4.19922,4.17573,4.14683,1.0,70,72,14.22098,3000,1,2,1,14.80876,30.0,2020.0,78.0,62.0,58.0,75.0,40.0,63.0,17,12,30,30,13,13,16,12,34,22,43,38,42,69,34,44,72,38,75,13,33,26,15,29,21,45,19,10,78,62,58,63,75,30+2,30+2,30+2,26+0,27+0,27+0,27+0,26+0,27+2,27+2,27+2,27+2,29+2,29+2,29+2,27+2,27+2,30+2,30+2,30+2,27+2,27+2,31+2,31+2,31+2,27+2,64.50657574281539,1,1,0
203239,Caio Secco,29,1990-12-22,192,88,4.27572,4.22829,4.2492,1.0,70,72,14.22098,5000,1,2,1,14.80876,77.0,2024.0,67.0,69.0,62.0,69.0,42.0,71.0,15,15,12,37,18,14,12,15,36,20,44,41,57,73,28,47,54,30,63,13,30,26,15,52,17,36,17,17,67,69,62,71,69,29+2,29+2,29+2,29+0,30+0,30+0,30+0,29+0,32+2,32+2,32+2,30+2,33+2,33+2,33+2,30+2,28+2,31+2,31+2,31+2,28+2,28+2,28+2,28+2,28+2,28+2,64.50657574281539,0,1,0
209423,M. Michel,28,1991-09-04,189,85,4.22209,4.2002,4.17543,2.0,70,72,14.22098,4000,1,2,1,14.80876,1.0,2021.0,70.0,68.0,66.0,72.0,49.0,69.0,15,12,19,24,18,12,20,12,26,14,50,48,30,68,59,50,63,35,63,14,17,17,17,20,14,60,12,16,70,68,66,69,72,28+2,28+2,28+2,24+0,26+0,26+0,26+0,24+0,24+2,24+2,24+2,25+2,24+2,24+2,24+2,25+2,25+2,24+2,24+2,24+2,25+2,26+2,25+2,25+2,25+2,26+2,64.50657574281539,1,1,0
211908,G. Güvenç,28,1991-07-25,187,85,4.18462,4.20412,4.22063,1.0,70,72,14.22098,7000,1,2,1,14.80876,1.0,2021.0,70.0,69.0,67.0,74.0,56.0,69.0,17,20,16,44,18,23,19,17,42,26,53,58,59,62,47,50,72,37,68,10,25,23,18,44,21,30,14,14,70,69,67,69,74,33+2,33+2,33+2,33+0,33+0,33+0,33+0,33+0,35+2,35+2,35+2,35+2,35+2,35+2,35+2,35+2,30+2,32+2,32+2,32+2,30+2,29+2,29+2,29+2,29+2,29+2,64.50657574281539,1,1,0
214415,E. Chaux,28,1991-12-20,189,79,4.21341,4.17053,4.17154,1.0,70,72,14.22098,500,1,3,1,14.80876,12.0,2020.0,69.0,65.0,60.0,74.0,46.0,70.0,19,12,11,24,18,17,19,13,24,16,45,46,40,65,39,45,62,38,76,19,20,25,17,20,24,23,16,13,69,65,60,70,74,28+2,28+2,28+2,25+0,26+0,26+0,26+0,25+0,24+2,24+2,24+2,26+2,25+2,25+2,25+2,26+2,28+2,27+2,27+2,27+2,28+2,27+2,28+2,28+2,28+2,27+2,64.50657574281539,1,1,0
237580,D. Schmidt,28,1992-02-03,196,90,4.18343,4.20149,4.22031,1.0,70,72,14.22098,7000,1,4,1,14.80876,21.0,2021.0,71.0,68.0,71.0,73.0,17.0,68.0,13,7,10,27,9,12,10,10,23,22,19,15,29,60,24,53,39,37,67,7,28,8,6,40,16,33,14,14,71,68,71,68,73,23+2,23+2,23+2,20+0,22+0,22+0,22+0,20+0,23+2,23+2,23+2,22+2,26+2,26+2,26+2,22+2,21+2,25+2,25+2,25+2,21+2,20+2,22+2,22+2,22+2,20+2,64.50657574281539,0,1,0
239271,G. Anestis,29,1991-03-09,198,93,4.23123,4.17024,4.15211,1.0,70,72,14.22098,3000,1,2,1,14.80876,1.0,2021.0,70.0,65.0,68.0,71.0,23.0,73.0,12,10,10,27,10,15,18,12,31,21,27,20,23,67,22,51,37,25,68,10,24,13,10,38,19,42,12,11,70,65,68,73,71,25+2,25+2,25+2,22+0,25+0,25+0,25+0,22+0,25+2,25+2,25+2,24+2,27+2,27+2,27+2,24+2,22+2,27+2,27+2,27+2,22+2,21+2,25+2,25+2,25+2,21+2,64.50657574281539,1,1,0
242514,F. Plach,28,1992-03-08,192,80,4.22962,4.16465,4.1576,1.0,70,72,14.22098,4000,1,2,1,14.80876,26.0,2020.0,69.0,68.0,66.0,71.0,27.0,69.0,15,9,14,24,7,10,12,10,23,18,32,23,39,71,53,50,62,19,60,8,28,8,9,55,10,59,23,15,69,68,66,69,71,24+2,24+2,24+2,23+0,25+0,25+0,25+0,23+0,26+2,26+2,26+2,24+2,27+2,27+2,27+2,24+2,22+2,26+2,26+2,26+2,22+2,23+2,27+2,27+2,27+2,23+2,64.50657574281539,1,0,1
248091,D. Lazar,28,1991-08-08,184,82,4.1583,4.18403,4.15789,1.0,70,72,14.22098,5000,1,3,1,14.80876,1.0,2024.0,70.0,65.0,62.0,74.0,39.0,69.0,12,13,12,24,17,15,14,12,23,14,41,38,33,68,42,47,56,32,41,12,24,19,18,50,16,42,11,15,70,65,62,69,74,26+2,26+2,26+2,25+0,27+0,27+0,27+0,25+0,27+2,27+2,27+2,26+2,27+2,27+2,27+2,26+2,24+2,25+2,25+2,25+2,24+2,24+2,23+2,23+2,23+2,24+2,64.50657574281539,1,1,0
250939,D. Stipica,29,1991-05-30,189,79,4.25303,4.15133,4.1576,1.0,70,72,14.22098,4000,1,2,1,14.80876,1.0,2024.0,72.0,67.0,64.0,75.0,29.0,73.0,12,15,12,33,14,16,19,20,30,23,29,29,33,50,40,48,47,29,63,12,37,18,10,39,12,43,13,14,72,67,64,73,75,25+2,25+2,25+2,23+0,25+0,25+0,25+0,23+0,27+2,27+2,27+2,25+2,28+2,28+2,28+2,25+2,23+2,27+2,27+2,27+2,23+2,22+2,25+2,25+2,25+2,22+2,64.50657574281539,1,1,0
191655,Kim Seung Gyu,29,1990-09-30,187,84,4.15515,4.19218,4.18379,1.0,70,71,14.15198,5000,2,2,1,14.73977,17.0,2021.0,70.0,66.0,69.0,72.0,36.0,70.0,14,12,11,45,14,13,16,12,25,25,36,36,38,66,58,52,68,35,47,20,27,25,16,59,12,60,18,12,70,66,69,70,72,28+2,28+2,28+2,28+0,31+0,31+0,31+0,28+0,33+2,33+2,33+2,30+2,35+2,35+2,35+2,30+2,28+2,31+2,31+2,31+2,28+2,27+2,27+2,27+2,27+2,27+2,64.50657574281539,0,1,0
197689,A. Seculin,29,1990-07-14,190,78,4.24431,4.17877,4.20875,2.0,70,71,14.15198,500,1,3,1,14.73977,12.0,2021.0,73.0,67.0,57.0,79.0,30.0,63.0,13,12,12,29,11,12,12,12,25,21,30,30,43,64,37,43,41,29,48,12,33,10,11,43,23,58,10,12,73,67,57,63,79,24+2,24+2,24+2,24+0,25+0,25+0,25+0,24+0,27+2,27+2,27+2,25+2,27+2,27+2,27+2,25+2,23+2,25+2,25+2,25+2,23+2,22+2,23+2,23+2,23+2,22+2,64.50657574281539,0,1,0
203423,L. Thomas,28,1992-05-09,191,91,4.12926,4.12474,4.16241,1.0,70,71,14.22098,6000,1,2,1,14.80876,1.0,2022.0,71.0,67.0,62.0,73.0,38.0,66.0,14,14,12,38,20,18,19,15,34,14,32,42,61,72,34,47,65,32,52,13,32,12,14,49,15,63,20,18,71,67,62,66,73,27+2,27+2,27+2,27+0,29+0,29+0,29+0,27+0,31+2,31+2,31+2,29+2,31+2,31+2,31+2,29+2,26+2,29+2,29+2,29+2,26+2,26+2,26+2,26+2,26+2,26+2,64.50657574281539,1,1,0
205288,Fernando,30,1990-06-10,185,85,4.25221,4.24409,4.21346,2.0,70,71,14.15198,4000,1,2,1,14.73977,13.0,2022.0,71.0,68.0,63.0,72.0,48.0,65.0,17,19,12,32,18,14,12,20,24,23,49,47,44,70,56,47,71,30,60,18,19,27,16,42,26,45,11,19,71,68,63,65,72,30+2,30+2,30+2,29+0,30+0,30+0,30+0,29+0,30+2,30+2,30+2,30+2,30+2,30+2,30+2,30+2,28+2,28+2,28+2,28+2,28+2,28+2,27+2,27+2,27+2,28+2,64.50657574281539,1,1,0
53739,L. Grant,37,1983-01-27,193,83,4.15705,4.36714,4.30551,1.0,70,70,12.10072,23000,1,4,1,12.6885,13.0,2021.0,70.0,70.0,72.0,69.0,41.0,67.0,19,17,14,43,15,11,17,19,40,34,44,38,50,66,53,54,70,27,71,19,42,26,14,50,20,60,13,19,70,70,72,67,69,31+2,31+2,31+2,30+0,32+0,32+0,32+0,30+0,34+2,34+2,34+2,32+2,35+2,35+2,35+2,32+2,29+2,35+2,35+2,35+2,29+2,29+2,31+2,31+2,31+2,29+2,64.50657574281539,0,1,0
106795,G. Pegolo,39,1981-03-25,183,76,4.24431,4.27245,4.28315,1.0,70,70,12.10072,7000,1,2,1,12.6885,56.0,2021.0,70.0,68.0,60.0,70.0,43.0,70.0,13,18,15,35,16,11,11,18,21,20,44,42,50,70,47,45,70,33,54,12,33,20,12,33,13,55,12,11,70,68,60,70,70,28+2,28+2,28+2,26+0,28+0,28+0,28+0,26+0,28+2,28+2,28+2,27+2,27+2,27+2,27+2,27+2,25+2,27+2,27+2,27+2,25+2,25+2,25+2,25+2,25+2,25+2,64.50657574281539,0,0,1
142962,E. Bologna,38,1982-02-13,189,87,4.23111,4.30117,4.21501,1.0,70,70,12.10072,4000,1,3,1,12.6885,25.0,2021.0,70.0,67.0,70.0,71.0,42.0,69.0,21,13,10,34,10,13,16,18,21,32,44,40,41,70,47,53,67,33,73,15,25,17,15,53,25,65,22,17,70,67,70,69,71,30+2,30+2,30+2,30+0,31+0,31+0,31+0,30+0,32+2,32+2,32+2,31+2,32+2,32+2,32+2,31+2,29+2,30+2,30+2,30+2,29+2,28+2,29+2,29+2,29+2,28+2,64.50657574281539,0,1,0
148212,A. Rebrov,36,1984-03-04,193,90,4.25497,4.2702,4.26146,1.0,70,70,12.61154,500,1,3,1,13.19933,32.0,2021.0,69.0,66.0,64.0,69.0,34.0,74.0,18,13,14,29,15,16,15,14,28,19,42,28,44,65,34,48,72,24,68,11,34,24,13,35,22,42,15,12,69,66,64,74,69,27+2,27+2,27+2,25+0,26+0,26+0,26+0,25+0,27+2,27+2,27+2,26+2,27+2,27+2,27+2,26+2,24+2,27+2,27+2,27+2,24+2,24+2,27+2,27+2,27+2,24+2,64.50657574281539,0,1,0
157804,S. Carson,34,1985-09-03,190,86,4.15705,4.36291,4.30551,1.0,70,70,13.56062,37000,2,3,1,14.14841,33.0,2021.0,69.0,70.0,69.0,68.0,35.0,71.0,14,19,18,25,13,17,18,16,17,20,33,37,38,66,42,52,72,28,70,20,23,19,11,44,20,38,15,20,69,70,69,71,68,29+2,29+2,29+2,26+0,28+0,28+0,28+0,26+0,28+2,28+2,28+2,26+2,27+2,27+2,27+2,26+2,24+2,26+2,26+2,26+2,24+2,24+2,27+2,27+2,27+2,24+2,64.50657574281539,0,1,0
163600,J. Ruddy,33,1986-10-24,193,97,4.15705,4.25755,4.30551,1.0,70,70,13.76422,27000,2,3,1,14.352,21.0,2021.0,70.0,66.0,72.0,71.0,41.0,70.0,14,7,12,25,11,11,13,13,23,23,38,43,23,70,22,54,68,36,71,15,24,22,15,39,18,53,11,11,70,66,72,70,71,28+2,28+2,28+2,24+0,27+0,27+0,27+0,24+0,26+2,26+2,26+2,26+2,27+2,27+2,27+2,26+2,25+2,27+2,27+2,27+2,25+2,25+2,26+2,26+2,26+2,25+2,64.50657574281539,0,1,0
164853,A. Federici,35,1985-01-31,188,90,4.12926,4.15798,4.12403,1.0,70,70,13.07107,1000,1,2,1,13.65886,1.0,2022.0,70.0,67.0,76.0,67.0,42.0,70.0,19,18,18,28,19,19,27,21,25,27,41,43,50,70,42,57,72,38,70,14,44,22,16,63,41,61,11,18,70,67,76,70,67,32+2,32+2,32+2,30+0,33+0,33+0,33+0,30+0,34+2,34+2,34+2,32+2,33+2,33+2,33+2,32+2,29+2,32+2,32+2,32+2,29+2,29+2,31+2,31+2,31+2,29+2,64.50657574281539,1,1,0
165493,N. Navarro,35,1985-03-25,191,87,4.23111,4.15992,4.15992,2.0,70,70,13.07107,500,1,2,1,13.65886,41.0,2021.0,71.0,70.0,68.0,70.0,44.0,67.0,18,17,15,35,20,19,16,20,22,27,42,46,52,66,43,51,55,41,57,15,26,21,16,47,23,57,14,19,71,70,68,67,70,30+2,30+2,30+2,30+0,31+0,31+0,31+0,30+0,32+2,32+2,32+2,31+2,31+2,31+2,31+2,31+2,30+2,30+2,30+2,30+2,30+2,29+2,28+2,28+2,28+2,29+2,64.50657574281539,0,0,1
167435,O. Ustari,33,1986-07-03,184,82,4.23111,4.22005,4.21896,1.0,70,70,13.76422,7000,1,2,1,14.352,5.0,2020.0,66.0,70.0,69.0,72.0,35.0,70.0,15,14,14,23,13,13,14,15,22,26,36,35,40,62,44,52,55,27,57,14,38,28,15,59,18,51,12,13,66,70,69,70,72,27+2,27+2,27+2,26+0,29+0,29+0,29+0,26+0,29+2,29+2,29+2,27+2,29+2,29+2,29+2,27+2,26+2,29+2,29+2,29+2,26+2,26+2,28+2,28+2,28+2,26+2,64.50657574281539,1,1,0
168965,R. Riou,32,1987-08-06,189,81,4.22209,4.16976,4.17543,2.0,70,70,13.91082,4000,2,1,1,14.49861,30.0,2022.0,70.0,68.0,66.0,68.0,49.0,71.0,14,11,12,42,13,12,13,15,34,23,45,53,39,66,51,50,61,32,75,13,29,28,18,39,23,48,13,12,70,68,66,71,68,30+2,30+2,30+2,28+0,30+0,30+0,30+0,28+0,31+2,31+2,31+2,30+2,32+2,32+2,32+2,30+2,28+2,31+2,31+2,31+2,28+2,28+2,29+2,29+2,29+2,28+2,64.50657574281539,1,1,0
169321,M. Fraga,32,1987-09-03,184,83,4.19801,4.17848,4.21896,1.0,70,70,13.91082,6000,1,3,1,14.49861,3.0,2025.0,70.0,70.0,74.0,69.0,51.0,69.0,13,11,15,52,10,11,13,10,60,11,52,50,51,62,56,56,74,35,78,10,33,13,10,62,25,51,15,15,70,70,74,69,69,29+2,29+2,29+2,28+0,30+0,30+0,30+0,28+0,34+2,34+2,34+2,32+2,37+2,37+2,37+2,32+2,28+2,34+2,34+2,34+2,28+2,27+2,30+2,30+2,30+2,27+2,64.50657574281539,1,1,0
172198,J. Moulin,34,1986-01-13,185,88,4.22209,4.23367,4.26303,1.0,70,70,13.56062,12000,1,2,1,14.14841,30.0,2022.0,72.0,70.0,65.0,71.0,52.0,68.0,15,14,15,32,14,13,14,11,35,23,51,52,48,63,56,49,42,32,54,14,20,16,11,29,23,59,13,14,72,70,65,68,71,28+2,28+2,28+2,27+0,28+0,28+0,28+0,27+0,28+2,28+2,28+2,28+2,28+2,28+2,28+2,28+2,26+2,27+2,27+2,27+2,26+2,26+2,24+2,24+2,24+2,26+2,64.50657574281539,1,1,0
179547,V. Mannone,32,1988-03-02,188,80,4.24431,4.30856,4.26303,1.0,70,70,13.91082,18000,1,3,1,14.49861,30.0,2022.0,68.0,67.0,66.0,71.0,55.0,70.0,11,16,14,48,15,15,12,15,33,24,54,56,42,70,44,50,75,31,67,12,29,16,12,57,43,57,11,20,68,67,66,70,71,31+2,31+2,31+2,31+0,33+0,33+0,33+0,31+0,35+2,35+2,35+2,33+2,35+2,35+2,35+2,33+2,29+2,32+2,32+2,32+2,29+2,29+2,30+2,30+2,30+2,29+2,64.50657574281539,0,1,0
182435,M. Langerak,31,1988-08-22,193,78,4.12926,4.17704,4.18379,1.0,70,70,13.91082,3000,2,3,1,14.49861,1.0,2021.0,71.0,68.0,53.0,72.0,27.0,70.0,18,13,19,36,16,14,19,17,23,22,23,30,46,68,29,40,65,33,33,14,18,19,14,42,22,45,15,19,71,68,53,70,72,25+2,25+2,25+2,25+0,27+0,27+0,27+0,25+0,29+2,29+2,29+2,27+2,29+2,29+2,29+2,27+2,26+2,27+2,27+2,27+2,26+2,25+2,24+2,24+2,24+2,25+2,64.50657574281539,1,1,0
183567,E. Mulder,31,1989-03-03,193,88,4.22623,4.19163,4.21003,1.0,70,70,13.91082,4000,1,3,1,14.49861,1.0,2022.0,71.0,70.0,73.0,71.0,33.0,66.0,15,20,19,35,14,14,14,12,40,30,32,34,40,67,38,55,75,36,69,15,31,18,11,56,25,35,15,13,71,70,73,66,71,31+2,31+2,31+2,28+0,31+0,31+0,31+0,28+0,33+2,33+2,33+2,30+2,34+2,34+2,34+2,30+2,26+2,32+2,32+2,32+2,26+2,26+2,29+2,29+2,29+2,26+2,64.50657574281539,1,1,0
186511,René,36,1983-12-15,183,79,4.25221,4.1635,4.15789,1.0,70,70,12.61154,2000,1,2,1,13.19933,33.0,2022.0,71.0,68.0,63.0,69.0,54.0,70.0,12,18,17,25,19,14,16,22,40,19,51,56,62,72,60,47,82,24,67,17,29,16,15,28,21,52,13,19,71,68,63,70,69,31+2,31+2,31+2,28+0,28+0,28+0,28+0,28+0,28+2,28+2,28+2,28+2,27+2,27+2,27+2,28+2,26+2,28+2,28+2,28+2,26+2,26+2,28+2,28+2,28+2,26+2,64.50657574281539,0,1,0
186680,Raúl Fernández,32,1988-03-13,195,92,4.25221,4.22049,4.21346,2.0,70,70,13.91082,5000,1,2,1,14.49861,13.0,2021.0,70.0,69.0,62.0,70.0,42.0,71.0,23,13,13,29,13,16,24,14,26,14,36,47,40,66,49,47,65,32,79,12,21,21,11,45,24,54,11,11,70,69,62,71,70,27+2,27+2,27+2,26+0,27+0,27+0,27+0,26+0,27+2,27+2,27+2,27+2,27+2,27+2,27+2,27+2,26+2,27+2,27+2,27+2,26+2,25+2,27+2,27+2,27+2,25+2,64.50657574281539,0,1,0
186781,K. Kronholm,34,1985-10-14,188,83,4.16679,4.19509,4.1976,1.0,70,70,13.56062,4000,1,3,1,14.14841,18.0,2021.0,74.0,64.0,65.0,74.0,36.0,64.0,10,9,9,45,7,15,9,10,36,29,29,42,30,69,38,49,67,33,74,8,30,12,9,55,18,45,8,9,74,64,65,64,74,28+2,28+2,28+2,27+0,30+0,30+0,30+0,27+0,33+2,33+2,33+2,30+2,34+2,34+2,34+2,30+2,25+2,30+2,30+2,30+2,25+2,23+2,25+2,25+2,25+2,23+2,64.50657574281539,0,1,0
186882,P. Šteinbors,34,1985-09-21,188,81,4.19922,4.15308,4.1576,1.0,70,70,13.56062,5000,1,2,1,14.14841,1.0,2022.0,72.0,66.0,65.0,74.0,37.0,72.0,16,11,18,43,14,16,17,21,35,21,39,35,50,60,37,49,59,36,53,15,30,29,14,45,25,61,18,16,72,66,65,72,74,27+2,27+2,27+2,27+0,28+0,28+0,28+0,27+0,31+2,31+2,31+2,29+2,33+2,33+2,33+2,29+2,29+2,32+2,32+2,32+2,29+2,28+2,29+2,29+2,29+2,28+2,64.50657574281539,1,1,0
189430,S. Colombi,29,1991-07-01,188,83,4.24431,4.26857,4.28315,1.0,70,70,14.07788,13000,1,2,1,14.66566,34.0,2022.0,71.0,67.0,53.0,76.0,40.0,69.0,14,15,18,36,12,10,16,14,35,23,45,35,57,60,36,40,77,40,49,12,26,20,14,34,23,55,11,14,71,67,53,69,76,27+2,27+2,27+2,26+0,27+0,27+0,27+0,26+0,28+2,28+2,28+2,27+2,29+2,29+2,29+2,27+2,26+2,28+2,28+2,28+2,26+2,25+2,25+2,25+2,25+2,25+2,64.50657574281539,0,1,0
189936,R. Ruiter,33,1987-03-25,196,78,4.22623,4.19344,4.21003,1.0,70,70,13.76422,5000,1,2,1,14.352,1.0,2022.0,70.0,66.0,67.0,69.0,55.0,71.0,16,12,12,36,14,17,14,13,34,18,55,55,38,68,34,50,55,37,68,16,35,22,17,39,24,49,16,16,70,66,67,71,69,30+2,30+2,30+2,29+0,30+0,30+0,30+0,29+0,30+2,30+2,30+2,31+2,31+2,31+2,31+2,31+2,29+2,31+2,31+2,31+2,29+2,29+2,29+2,29+2,29+2,29+2,64.50657574281539,1,1,0
193222,F. Giefer,30,1990-05-17,196,93,4.20005,4.15708,4.19982,2.0,70,70,13.99783,8000,1,1,1,14.58562,1.0,2022.0,73.0,64.0,58.0,72.0,37.0,71.0,11,11,23,32,14,12,16,14,22,22,38,37,43,68,35,44,68,25,74,15,44,18,19,33,21,37,12,15,73,64,58,71,72,29+2,29+2,29+2,25+0,27+0,27+0,27+0,25+0,27+2,27+2,27+2,26+2,27+2,27+2,27+2,26+2,24+2,28+2,28+2,28+2,24+2,24+2,29+2,29+2,29+2,24+2,64.50657574281539,1,1,0
195357,F. Farnolle,35,1985-02-05,196,104,4.19922,4.18337,4.22063,1.0,70,70,13.07107,4000,1,2,1,13.65886,85.0,2021.0,70.0,69.0,65.0,69.0,42.0,72.0,18,10,12,29,11,9,12,15,23,18,39,45,27,65,21,49,62,35,82,10,39,24,15,21,18,38,17,14,70,69,65,72,69,27+2,27+2,27+2,23+0,24+0,24+0,24+0,23+0,23+2,23+2,23+2,25+2,25+2,25+2,25+2,25+2,26+2,28+2,28+2,28+2,26+2,26+2,29+2,29+2,29+2,26+2,64.50657574281539,1,1,0
199721,M. Gorgelin,29,1990-08-05,187,83,4.22209,4.18238,4.17543,2.0,70,70,14.07788,4000,1,2,1,14.66566,1.0,2022.0,73.0,64.0,70.0,71.0,48.0,67.0,11,13,11,12,10,20,17,13,14,14,47,48,40,66,46,53,61,30,72,16,15,17,14,20,14,49,15,17,73,64,70,67,71,28+2,28+2,28+2,24+0,25+0,25+0,25+0,24+0,22+2,22+2,22+2,24+2,20+2,20+2,20+2,24+2,23+2,21+2,21+2,21+2,23+2,23+2,24+2,24+2,24+2,23+2,64.50657574281539,1,0,1
202469,D. Bingham,30,1989-10-19,188,86,4.16679,4.18741,4.1976,1.0,70,70,13.99783,4000,1,2,1,14.58562,1.0,2024.0,74.0,64.0,72.0,72.0,39.0,67.0,13,9,14,36,10,13,12,19,34,17,39,39,44,63,47,54,59,40,65,13,34,15,12,52,20,47,16,12,74,64,72,67,72,27+2,27+2,27+2,25+0,27+0,27+0,27+0,25+0,29+2,29+2,29+2,28+2,31+2,31+2,31+2,28+2,26+2,30+2,30+2,30+2,26+2,25+2,27+2,27+2,27+2,25+2,64.50657574281539,1,1,0
208679,R. Himmelmann,31,1989-02-05,187,80,4.20005,4.1851,4.19982,2.0,70,70,13.91082,8000,1,2,1,14.49861,30.0,2021.0,71.0,65.0,62.0,75.0,34.0,67.0,11,9,13,32,10,18,18,16,21,27,33,34,44,69,44,47,68,29,61,7,21,22,13,39,20,48,17,12,71,65,62,67,75,27+2,27+2,27+2,26+0,28+0,28+0,28+0,26+0,28+2,28+2,28+2,27+2,29+2,29+2,29+2,27+2,26+2,29+2,29+2,29+2,26+2,25+2,28+2,28+2,28+2,25+2,64.50657574281539,1,1,0
210140,A. Al Mayoof,33,1987-01-23,189,83,4.11821,4.2306,4.16233,1.0,70,70,13.76422,15000,1,3,1,14.352,1.0,2023.0,69.0,68.0,70.0,70.0,47.0,70.0,14,16,20,28,16,19,14,15,44,15,50,44,43,65,40,53,55,35,73,14,25,18,17,17,25,56,18,18,69,68,70,70,70,30+2,30+2,30+2,26+0,27+0,27+0,27+0,26+0,26+2,26+2,26+2,27+2,27+2,27+2,27+2,27+2,27+2,30+2,30+2,30+2,27+2,28+2,30+2,30+2,30+2,28+2,64.50657574281539,1,1,0
211327,M. Goicoechea,32,1988-03-27,186,82,4.21085,4.21902,4.17543,2.0,70,70,13.91082,3000,1,2,1,14.49861,1.0,2021.0,71.0,68.0,71.0,70.0,51.0,68.0,18,16,19,26,16,14,18,23,23,18,49,52,33,70,47,53,67,37,66,20,39,22,13,27,22,62,23,24,71,68,71,68,70,30+2,30+2,30+2,26+0,28+0,28+0,28+0,26+0,26+2,26+2,26+2,27+2,26+2,26+2,26+2,27+2,29+2,29+2,29+2,29+2,29+2,30+2,31+2,31+2,31+2,30+2,64.50657574281539,0,1,0
217502,A. Kofler,33,1986-11-06,194,87,4.20372,4.18523,4.18784,1.0,70,70,13.76422,7000,1,3,1,14.352,31.0,2022.0,68.0,71.0,62.0,69.0,47.0,73.0,11,10,13,32,9,11,14,10,23,19,48,47,32,66,34,47,66,43,76,12,18,9,18,34,23,26,13,23,68,71,62,73,69,28+2,28+2,28+2,25+0,27+0,27+0,27+0,25+0,27+2,27+2,27+2,27+2,27+2,27+2,27+2,27+2,27+2,27+2,27+2,27+2,27+2,27+2,28+2,28+2,28+2,27+2,64.50657574281539,1,1,0
